Number,Date,Truck,Length,Route,Ref,Price,BAF,Voucher,INVOICE
8248,09.03.2017,B36TTC,6,do-CA,DO27313004,80,14,929357,
8249,09.03.2017,AB40DEN,6,DO-CA,DO27313420,80,14,929358,
8250,10.03.2017,GJ77HOD,6,CA-DO,CA22524311 ,80,14,929359,
8251,10.03.2017,B263ATP  ,6,do-ca,DO27314020,80,14,929360,
8252,"10,03,2017",B136ATP,16.5,DO-CA,DO27314228,140,14,929361,
8253,"10,03,2017",CT99WXT,16.5,DO-CA,DO27315010,140,14,929362,
8254,11.03.2017,CJ95XOD,16.5,CA-DO,CA22528036,140,14,929363,
8255,11.03.2017,CJ95XOD,16.5,DO-CA,DO27318055,140,14,929364,
8256,11.03.2017,GJ77HOD,6,DO-CA,DO27318825,80,14,929365,
8257,"15,03,2017",AB03KYM,16.5,CA-DO,CA22536087,140,14,929366,
8258,20.06.2017,B102LML,16.5,DO-CA,DO27613916,140,14,929367,
8259,12.03.2017,B105TDS,16.5,CA-DO,CA22528599,140,14,929368,
8260,12.03.2017,B178GLU,6,CA-DO,CA22529096,80,14,929369,
8261,12.03.2017,B178GLU,6,DO-CA,DO27319501,80,14,929370,
8262,"13,03,2017",MM04ELK,16.5,DO-CA,DO27320590,140,14,929371,
8263,13.03.2017,B111TGT,16.5,CA-DO,CA22530186,140,14,929372,
8264,13.03.2017,B111TGT,16.5,DO-CA,DO27320921,140,14,929373,
8265,13.03.2017,B460VER,16.5,cA-DO,CA22530326,140,14,929374,
8266,"15,03,2017",AB03KYM,16.5,DO-CA,DO27328502,140,14,929375,
8267,13.03.2017,MM34ELK,16.5,do-CA,DO27321070,140,14,929376,
8268,"13,03,2017",MM83TRS,16.5,DO-CA,DO27321099,140,14,929377,
8269,13.03.2017,ag50lml,16.5,ca-do,CA22532110,140,14,929378,
8270,13.03.2017,ag90lml,16.5,ca-do,CA22532111,140,14,929379,
8271,14.03.2017,ct32wxt,16.35,ca-do,CA22532479,140,14,929380,
8272,"14,03,2017",CT32WXT,16.5,DO-CA,DO27326052,140,14,929381,
8273,"14,03,2017",B15LML,16.5,ca-do,CA22534348,140,14,929382,
8274,"14,03,2017",B16LML,16.5,CA-DO,CA22534349,140,14,929383,
8275,"14,03,2017",AG23LML,16.5,CA-DO,CA22534350,140,14,929384,
8276,"14,03,2017",AG26LML,16.5,DO-CA,DO27326253,140,14,929385,
8277,"14,03,2017",AG50LML,16.5,DO-CA,DO27326254,140,14,929386,
8278,"14,03,2017",AG90LML,16.5,DO-CA,DO27326255,140,14,929387,
8279,"14,03,2017",B795VIC    ,6,CA-DO,CA22534546,80,14,929388,
8280,"14,03,2017",B795VIC    ,6,DO-CA,DO27326456,80,14,929389,
8281,"14,03,2017",B794VIC,6,CA-DO,CA22534547,80,14,929390,
8282,"14,03,2017",B794VIC,6,CA-DO,DO27326457,80,14,929391,
8283,14.03.2017,B105TDS,16.5,DO-CA,DO27326609,140,14,929392,
8284,14.03.2017,P623BX,16.5,CA-DO,CA22534842,140,14,929393,
8285,"15,03,2017",OT22RUN,16.5,CA-DO,CA22535348,140,14,929394,
8286,"15,03,2017",OT22RUN,16.5,DO-CA,DO27327665,140,14,929395,
8287,"15,03,2017",MM24ELK,16.5,DO-CA,DO27328876,140,14,929396,
8288,"15,03,2017",CT54WXT ,16.5,ca-do,CA22536394,140,14,929397,
8289,"15,03,2017",HD48YUL,16.5,CA-DO,CA22536707,140,14,929398,
8290,"15,03,2017",HD48YUL,16.5,DO-CA,DO27329273,140,14,929399,
8291,15.03.2017,HD32VAN,16.5,DO-CA,DO27329834           ,140,14,929400,
8292,"16,03,2017",CT99WXT,16.5,CA-DO,CA22538755,140,14,929401,
8293,"16,03,2017",B828XXX,16.5,CA-DO,CA22538756,140,14,929402,
8294,"16,03,2017",CT54WXT ,16.5,DO-CA,DO27331970,140,14,929403,
8295,"16,03,2017",B234ATP,16.5,DO-CA,DO27332091,140,14,929404,
8296,17.03.2017,B16LML,16.5,DO-CA,DO27335677,140,14,929405,
8297,17.03.2017,B15LML,16.5,DO-CA,DO27335678,140,14,929406,
8298,17.03.2017,AG23LML,16.5,DO-CA,DO27335679,140,14,929407,
8299,17.03.2017,B25LML,16.5,CA-DO,CA22541645,140,14,929408,
8300,"17,03,2017",VL10WBX   ,6,ca-do,CA22542089,80,14,929409,
8301,"17,03,2017",VL10WBX   ,6,DO-CA,DO27336189,80,14,929410,
8302,"17,03,2017",CT99WXT,16.5,DO-CA,DO27336490,140,14,929411,
8303,"17,03,2017",B828XXX,16.5,DO-CA,DO27336491,140,14,929412,
8304,17003.2017,b223ccv,6,ca-do,ca22543209,80,14,929413,
8305,17.03.2017,gj33adc,6,do-ca,do27337483,80,14,929414,
8306,,,,,,,,929415,
8307,17.03.2017,HD12CNA,16.5,CA-DO,CA22543723,140,14,929416,
8308,17.03.2017,HD12CNA,16.5,DO-CA,DO27338453,140,14,929417,
8309,17.03.2017,hd31cna,16.5,ca-do,CA22543724,140,14,929418,
8310,170.03.2017,hd31cna,16.5,,DO27338454,140,14,929419,
8311,27.06.2017,AG23LML,16.5,DO-CA,DO27631940,140,14,929420,
8312,17.03.2017,hd61yul,16.5,do-ca,DO27338456,140,14,929421,
8313,17.03.2017,hd17uly,16.5,ca-do,"CA22543726
",140,14,929422,
8314,17003.2017,hd17uly,16.5,do-ca,DO27338457,140,14,929423,
8315,18.03.2017,B106TDS,16.5,CA-DO,CA22544150,140,14,929424,
8316,20.03.2017,CT22WXT,16.5,CA-DO,CA22545546,140,14,929425,
8317,20.03.2017,B460VER,16,ca-do,CA22546067,140,14,929426,
8318,20.03.2017,B460VER,16,dO-CA,DO27341421,140,14,929427,
8319,20.03.2017,b25lml,16.5,do-ca,DO27342495,140,14,929428,
8320,20.03.2017,ag26lml,16.5,ca-do,CA22546948,140,14,929429,
8321,20.03.2017,ag40lml,16.5,ca-do,CA22546949,140,14,929430,
8322,20.03.2017,ag50lml,16.5,ca-do,CA22546950,140,14,929431,
8323,20.03.2017,CT22WXT,16.5,DO-CA,DO27342606,140,14,929432,
8324,20.03.2017,HD82VAN,16.5,DO-CA,DO27343449,140,14,929433,
8325,21.03.2017,AG04CDY,16.5,CA-DO,CA22549352,140,14,929434,
8326,21.03.2017,AG04CDY,16.5,DO-CA,DO27345698,140,14,929435,
8327,21.03.2017,B231ATP,16.5,DO-CA,DO27345918,140,14,929436,
8328,22.03.2017,SV68BOB,16.5,CA-DO,CA22551127,140,14,929437,
8329,22.03.2017,SV68BOB,16.5,DO-CA,DO27348180,140,14,929438,
8330,"22,03,2017",MM75TRS,16.5,DO-CA,DO27348196,140,14,929439,
8331,"22,03,2017",MM02ELK,16.5,DO-CA,DO27344311,140,14,929440,
8332,22.03.2017,b106tds,16.5,DO-CA,DO27348688,140,14,929441,
8333,"22,03,2017",OT20RUN,16.5,CA-DO,CA22551821,140,14,929442,
8334,"22,03,2017",OT20RUN,16.5,DO-CA,DO27349022,140,14,929443,
8335,"22,03,2017",CJ95XOD,16.5,CA-DO,CA22552313,140,14,929444,
8336,"22,03,2017",CJ95XOD,16.5,DO-CA,DO27349670,140,14,929445,
8337,"22,03,2017",AG26LML,16.5,DO-CA,DO27349779,140,14,929446,
8338,"22,03,2017",AG50LML,16.5,DO-CA,DO27349780,140,14,929447,
8339,"23,03,2017",MM74TRS ,16.5,DO-CA,DO27351081,140,14,929448,
8340,23.03.2017,HD32VAN,16.5,DO-CA,DO27351237,140,14,929449,
8341,"23,03,2017",AR10YHM,6,ca-DO,CA22553461,80,14,929450,
8342,"23,03,2017",AR10YHM,6,DO-CA,DO27351342,80,14,929451,
8343,23.03.2017,ag01ddm,16.5,do-ca,DO27351793,140,14,929452,
8344,"23,03,2017",MM87TRS,16.5,DO-CA,DO27352254,140,14,929453,
8345,"23,03,2017",CT54WXT ,16.5,ca-do,CA22554384,140,14,929454,
8346,23.03.2017,BH45KAR,16.5,CA-DO,CA22554826,80,14,929455,
8347,23.03.2017,TR22EDI,10,DO-CA,DO27353419,80,14,929456,
8348,"24,03,2017",VL26ERI,6,CA-DO,CA22556795,80,14,929457,
8349,"24,03,2017",VL26ERI,6,DO-CA,DO27355571,80,14,929458,
8350,"24,03,2017",B66YWB  ,6,DO-CA,DO27355890,80,14,929459,
8351,"24,03,2017",B235ATP,16.54,DO-CA,DO27356375,140,14,929460,
8352,"24,03,2017",CT54WXT ,16.5,DO-CA,DO27356784,140,14,929461,
8353,"24,03,2017",CT52WXT,16.5,CA-DO,CA22560003,140,14,929462,
8354,24.03.2017,AG40LML,16.5,do-ca,DO27357585,140,14,929463,
8355,25.03.2017,AG23LML,16.5,CA-DO,CA22559318           ,140,14,929464,
8356,25.03.2017,AG90LML,16.5,CA-DO,CA22559319           ,140,14,929465,
8357,25.03.2017,B15LML,16.5,CA-DO,CA22559320           ,140,14,929466,
8358,21.06.2017,HD34VAN,16.5,DO-CA,DO27617571,140,14,929467,
8359,28.06.2017,B444FRI,7,CA-DO,CA22760864,80,14,929468,
8360,25.03.2017,B105TDS,16.5,ca-do,CA22559505           ,140,14,929469,
8361,26.03.2017,B998MRL,16.5,ca-do,CA22559775           ,140,14,929470,
8362,29.06.2017,HD34VAN,16.5,DO-CA,DO27639002,140,14,929471,
8363,26.03.2017,B107TDS,16.5,ca-do,CA22560045           ,140,14,929472,
8364,04.07.2017,,,,,,,929473,
8365,26.03.2017,B178GLU,7,CA-DO,CA22560180,80,14,929474,
8366,"27,03,2017",B111TGT,16.5,CA-DO,CA22560698,140,14,929475,
8367,"27,03,2017",B111TGT,16.5,DO-CA,DO27361057,140,14,929476,
8368,"27,03,2017",B460VER,16.5,CA-DO,CA22561067,140,14,929477,
8369,,,,,,,,929478,
8370,27.03.2017,GJ76HOD,8,ca-do,CA22562139,140,14,929479,
8371,27.03.2017,CT54WXT,16.5,DO-CA,DO27362959,140,14,929480,
8372,27.03.2017,hd34van,16.5,DO-CA,DO27363089,140,14,929481,
8373,27.03.2017,B15LML,16.5,DO-CA,DO27363090,140,14,929482,
8374,27.03.2017,AG23LML,16.5,DO-CA,DO27363091,140,14,929483,
8375,27.03.2017,B16LML,16.5,ca-do,CA22562382,140,14,929484,
8376,27.03.2017,B25LML,16.5,ca-do,CA22562383,140,14,929485,
8377,04.07.2017,B105TDS,16.5,DO-CA,DO27654494,140,140,929486,
8378,27.03.2017,B16LML,16.5,DO-CA,DO27365963,140,14,929487,
8379,27.03.2017,AG90LML,16.5,DO-CA,DO27365964,140,14,929488,
8380,27.03.2017,AG26LML,16.5,CA-DO,CA22564500,140,14,929489,
8381,27.03.2017,AG90LML,16.5,CA-DO,CA22564501,140,14,929490,
8382,27.03.2017,AB03KYM,16.5,CA-DO,CA22565118,140,14,929491,
8383,27.03.2017,AB03KYM,16.5,DO-CA,DO27366764,140,14,929492,
8384,28.03.2017,B105TDS,16.5,DO-CA,DO27367065,140,14,929493,
8385,29.03.2017,MM86TRS,16.5,DO-CA,DO27369189,140,14,929494,
8386,29.03.2017,AG50LML,16.5,ca-DO,CA22567940,140,14,929495,
8387,29.03.2017,AG40LML,16.5,ca-DO,CA22567941,140,14,929496,
8388,29.03.2017,AG16DHL,16.5,ca-DO,CA22568135,140,14,929497,
8389,29.03.2017,AG16DHL,16.5,DO-CA,DO27370744,140,14,929498,
8390,29.03.2017,HD32VAN,16.5,DO-CA,DO27371025,140,14,929499,
8391,30.03.2017,B107TDS,16.5,DO-CA,DO27373770,140,14,929500,
8392,31.03.2017,CT99WXT,16.5,ca-do,CA22573477,140,14,929501,
8393,30.03.2017,SV17MDT,16.5,ca-do,CA22571258,140,14,929502,
8394,30.03.2017,SV17MDT,16.5,DO-CA,DO27375009,140,14,929503,
8395,"31,03,2017",CT32WXT,16.5,ca-do,CA22572579,140,14,929504,
8396,"31,03,2017",CT22WXT,16.5,CA-DO,CA22572580,140,14,929505,
8397,31.03.2017,B142TRS,16.5,DO-CA,DO27377078,140,14,929506,
8398,"31,03,2017",CJ04MRX,6,CA-DO,CA22573197,80,14,929507,
8399,"31,03,2017",CJ04MRX,6,DO-CA,DO27377178,80,14,929508,
8400,"31,03,2017",AG26LML,16.5,DO-CA,DO27378155,140,14,929509,
8401,"01,04,2017",AG40LML,16.5,DO-CA,DO27378156,140,14,929510,
8402,"01,04,2014",AG50LML,16.5,DO-CA,DO27378157,140,14,929511,
8403,"02,04,2017",B106TDS,16.5,CA-DO,CA22575074,140,14,929512,
8404,"02,04,2017",BH32PVA,6,CA-DO,CA22575186,80,14,929513,
8405,"03,04,2017",OT22RUN,16.5,CA-DO,CA22576626,140,14,929514,
8406,"03,04,2017",OT22RUN,16.5,DO-CA,DO27381930,140,14,929515,
8407,"03,04,2017",CT22WXT,16.5,DO-CA,DO27382646,140,14,929516,
8408,"03,04,2017",B460VER,16,CA-DO,CA22577465           ,140,14,929517,
8409,06.07.2017,CT54WXT,16.5,CA-DO,CA22776777,140,14,929518,
8410,"03,04,2017",B263ATP  ,16.5,do-ca,DO27383160,140,14,929519,
8411,"03,04,2017",B19LML,16.5,ca-do,CA22577870,140,14,929520,
8412,"03,04,2017",B15LML,16.5,ca-do,CA22577871,140,14,929521,
8413,"03,04,2017",AG23LML,16.5,ca-do,CA22577872,140,14,929522,
8414,03.04.2017,hd12cna,16.5,CA-DO,CA22578318,140,14,929523,
8415,07.07.2017,CT54WXT,16.5,DO-CA,DO27664469,140,14,929524,
8416,07.07.2017,AG23LML,16.5,DO-CA,DO27665130,140,14,929525,
8417,03.04.2020,hd48yul,16.5,dO-CA,DO27384148,140,14,929526,
8418,12.06.2017,AG11RPU,16.5,DO-CA,DO27588475,140,14,929527,
8419,03.04.2022,hd17yul,16.5,dO-CA,DO27384149,140,14,929528,
8420,"03,04,2017",HD34VAN,16.5,DO-CA,DO27385514,140,14,929529,
8421,"04,04,2017",AG04CDY,16.5,CA-DO,CA22579830,140,14,929530,
8422,"04,04,2017",AG04CDY,16.5,DO-CA,DO27386180,140,14,929531,
8423,"04,04,2017",CJ05KYM,16.5,DO-CA,DO27386580,140,14,929532,
8424,"04,04,2017",CT99WXT,16.5,do-ca,DO27387110,140,14,929533,
8425,"04,04,2017",CT32WXT,16.5,DO-CA,DO27387111,140,14,929534,
8426,"04,04,2017",SV68BOB,16.5,CA-DO,CA22580654,140,14,929535,
8427,"04,04,2017",SV68BOB,16.5,DO-CA,DO27387282,140,14,929536,
8428,04.04.2017,B106TDS,16.5,DO-CA, DO27388160,140,14,929537,
8429,04.04.2017,CJ93XOD,16.5,DO-CA,DO27388485,140,14,929538,
8430,04.04.2017,SM26SAT,16.5,DO-CA,DO27388486,140,14,929539,
8431,05.04.2017,OT20RUN,16.5,CA-DO,CA22582079,140,14,929540,
8432,05.04.2017,OT20RUN,16.5,DO-CA,DO27389279,140,14,929541,
8433,05.04.2017,b16lml,16.5,ca-do,CA22582592,140,14,929542,
8434,05.04.2017,B15LML,16.5,do-ca,DO27389885,140,14,929543,
8435,"05,04,2017",b19lml,16.5,do-ca,DO27389886,140,14,929544,
8436,"05,04,2017",ct54wxt,16.5,ca-do,CA22583438,140,14,929545,
8437,"05,04,2017",B122KKX                  ,6,CA-DO,CA22583452,80,14,929546,
8438,05.04.2017,HD32VAN,16.5,DO-CA,DO27391380 ,140,14,929547,
8439,05.04.2018,bg60wmj   ,6,DO-CA,DO27391739,80,14,929548,
8440,"06,04,2017",CT54WXT,16.5,DO-CA,DO27393425,140,14,929549,
8441,"07,04,2017",B828XXX,16.5,CA-DO,CA22589025,140,14,929550,
8442,"07,04,2017",B25LML,16.5,CA-DO,CA22589831,140,14,929551,
8443,"07,04,2017",AG40LML,16.5,CA-DO,CA22589832,140,14,929552,
8444,"07,04,2017",AG23LML,16.5,DO-CA,DO27398855,140,14,929553,
8445,"07,04,2017",AG90LML,16.5,DO-CA,DO27398856,140,14,929554,
8446,"07,04,2017",B16LML,16.5,DO-CA,DO27398857,140,14,929555,
8447,08.04.2017,B105TDS,16.5,CA-DO,CA22591031,140,14,929556,
8448,"19,04,2017",MM68TRS,16.5,DO-CA,DO27430070,140,14,929557,
8449,13.06.2017,,,,,,,929558,
8450,09.04.2017,B750VEG ,16.5,ca-do,CA22591455,140,14,929559,
8451,09.04.2017,B750VEG ,16.5,DO-CA,DO27401328,140,14,929560,
8452,"10,04,2017",HD61YUL,16.5,CA-DO,CA22594407,140,14,929561,
8453,13.06.2017,B111TGT,16.5,CA-DO,CA22726892,140,14,929562,
8454,"10,04,2017",B111TGT,16.5,CA-DO,CA22592415,140,14,929563,
8455,"10,04,2017",B111TGT,16.5,DO-CA,DO27402586,140,14,929564,
8456,"10,04,2017",B460VER,16.5,CA-DO,CA22592488,140,14,929565,
8457,13.06.2017,B111TGT,16.5,DO-CA,DO27591874,140,14,929566,
8458,"10,04,2017",B828XXX,16.5,DO-CA,DO27403853,140,14,929567,
8459,10.04.2017,ag40lml,16.5,do-ca,DO27404978,140,14,929568,
8460,10.04.2017,b25lml,16.5,do-ca,DO27404979,140,14,929569,
8461,10.04.2017,AG50LML,16.5,ca-do,CA22594323,140,140,929570,
8462,10.04.2017,ag26lml,16.5,ca-do,CA22594324,140,14,929571,
8463,,,,,,,,929572,
8464,14.06.2017,DB35RAJ,16.5,CA-DO,CA22729104,140,14,929573,
8465,"11,04,2017",HD34VAN,16.5,DO-CA,DO27406420,140,14,929574,
8466,"11,04,2017",AG37REG,16.5,CA-DO,CA22595935,140,14,929575,
8467,"11,04,2017",B105TDS,16.5,DO-CA,DO27408307,140,14,929576,
8468,"11,04,2017",AG16DHL,16.5,CA-DO,CA22596993,140,14,929577,
8469,"12,04,2017",HD32VAN,16.5,DO-CA,DO27409950,140,14,929578,
8470,"11,04,2017",CJ95XOD,16.5,DO-CA,CA22612671,140,14,929579,
8471,12.04.2017,B19LML,16.5,CA-DO,CA22599083,140,14,929580,
8472,12.04.2017,AG26LML,16.5,DO-CA,DO27411541,140,14,929581,
8473,12.04.2017,AG50LML,16.5,DO-CA,DO27411542,140,14,929582,
8474,"13,04,2017",CT11NXG,6,CA-DO,CA22599916,80,14,929583,
8475,"13,04,2017",CT99WXT,16.5,CA-DO,CA22600594,140,14,929584,
8476,"13,04,2017",B971ADM,6,CA-DO,CA22601052,80,14,929585,
8477,13.04.2017,AG16DHL,16.5,DO-CA,DO27415414,140,14,929586,
8478,"14,04,2017",CT99WXT,16.5,DO-CA,DO27417712,140,14,929587,
8479,14.04.2017,b80eyj,6,DO-CA,DO27418979   ,80,14,929588,
8480,15.04.2017,HD48YUL,16.5,CA-DO,CA22603662,140,14,929589,
8481,14.06.2017,AG12UNB,16.5,CA-DO,CA22729105,140,14,929590,
8482,16.04.2017,B106TDS,16.5,ca-do,CA22603808,140,14,929591,
8483,16.04.2017,B19LML,16.5,do-ca,DO27423039,140,14,929592,
8484,14.06.2017,B106TDS,16.5,DO-CA,DO27597207,140,14,929593,
8485,"18,04,2017",OT20RUN,16.5,CA-DO,CA22605969,140,14,929594,
8486,"18,04,2017",OT20RUN,16.5,DO-CA,DO27426028,140,14,929595,
8487,"18,04,2017",B106TDS,16.5,DO-CA,DO27427039,140,14,929596,
8488,19.04.2017,B15LML,16.5,CA-DO,CA22607791,140,14,929597,
8489,19.04.2017,B16LML,16.5,CA-DO,CA22607792,140,14,929598,
8490,"18,04,2017",HD34VAN,16.5,DO-CA,DO27427917,140,14,929599,
8491,,,,,,,,929600,
8492,,,,,,,,929601,
8493,,,,,,,,929602,
8494,,,,,,,,929603,
8495,,,,,,,,929604,
8496,01.12.2017,B141TRS,16.5,ca-do,CA23084128,14,140,929605,
8497,01.12.2017,B141TRS,16.5,DO-CA, DO28075571,14,140,929606,
8498,01.12.2017,B142TRS,16.5,Ca-do,CA23084129,14,140,929607,
8499,01.12.2017,B142TRS,16.5,DO-CA, DO28075571,14,140,929608,
8500,,,,,,,,929609,
8501,,,,,,,,929610,
8502,,,,,,,,929611,
8503,,,,,,,,929612,
8504,,,,,,,,929613,
8505,,,,,,,,929614,
8506,,,,,,,,929615,
8507,,,,,,,,929616,
8508,,,,,,,,929617,
8509,,,,,,,,929618,
8510,,,,,,,,929619,
8511,,,,,,,,929620,
8512,,,,,,,,929621,
8513,,,,,,,,929622,
8514,,,,,,,,929623,
8515,,,,,,,,929624,
8516,,,,,,,,929625,
8517,,,,,,,,929626,
8518,,,,,,,,929627,
8519,,,,,,,,929628,
8520,,,,,,,,929629,
8521,,,,,,,,929630,
8522,,,,,,,,929631,
8523,,,,,,,,929632,
8524,,,,,,,,929633,
8525,,,,,,,,929634,
8526,,,,,,,,929635,
8527,,,,,,,,929636,
8528,,,,,,,,929637,
8529,,,,,,,,929638,
8530,,,,,,,,929639,
8531,,,,,,,,929640,
8532,,,,,,,,929641,
8533,,,,,,,,929642,
8534,27.06.2017,SV17MDT,16.5,DO-CA,DO27631797,140,14,929643,
8535,27.06.2017,SV17MDT,16.5,CA-DO,CA22756224,140,14,929644,
8536,27.06.2017,AG45PDF,6,CA-DO,CA22756563,140,14,929645,
8537,27.06.2017,AG45PDF,6,DO-CA,DO27632157,140,14,929646,
8538,27.06.2017,GJ22ABS,16.5,DO-CA,DO27632713,140,14,929647,
8539,27.06.2017,GJ22ABS,16.5,CA-DO,CA22757036,140,14,929648,
8540,0,0,0,0,0.00 €,0,0,929649,
8541,30.06.2017,B104ARF,6,CA-DO,CA22765016,140,14,929650,
8542,30.06.2017,AB03KYM,16.5,DO-CA,DO27644219,140,14,929651,
8543,30.06.2017,B77CTK,16.5,CA-DO,CA22766546,140,14,929652,
8544,01.07.2017,AG26LML,16.5,CA-DO,CA22767352,140,14,929653,
8545,01.07.2017,B16LML,16.5,CA-DO,CA22767353,140,14,929654,
8546,01.07.2017,B105TDS,16.5,CA-DO,CA22767643,140,14,929655,
8547,02.07.2017,B150FRI,6,CA-DO,CA22767937,140,14,929656,
8548,02.07.2017,CT11NXG,6,CA-DO,CA22768028,140,14,929657,
8549,02.07.2017,B81ZHO,6,CA-DO,CA22768029,140,14,929658,
8550,02.07.2017,CJ93XOD,16.5,DO-CA,DO27647558,140,14,929659,
8551,02.07.2017,CJ93XOD,16.5,CA-DO,CA22768034,140,14,929660,
8552,26.05.2017,AG90LML,16.5,CA-DO,CA22691776,140,14,929661,
8553,29.05.2017,B111TGT,16.5,CA-DO,CA22695065,140,14,929662,
8554,29.05.2017,B111TGT,16.5,DO-CA,DO27549586,140,14,929663,
8555,07.06.2017,B799FRI,6,DO-CA,DO27576336,80,14,929664,
8556,29.05.2017,HD17ULY,16.5,DO-CA,DO27550217,140,14,929665,
8557,8062017,B6239BX,16.5,DO-CA,DO27579517,140,14,929666,
8558,0,0,0,0,0.00 €,0,0,929667,
8559,30.05.2017,B101KVT,8,DO-CA,DO27552984,80,14,929668,
8560,31.05.2017,AG90LML,16.5,DO-CA,DO27555473,140,14,929669,
8561,31.05.2017,,,,,,,929670,
8562,31.05.2017,AG23LML,16.5,CA-DO,CA22699960,140,14,929671,
8563,31.05.2017,AB03KYM,16.5,DO-CA,DO27556142,140,14,929672,
8564,31.05.2017,B998MRL,16.5,DO-CA,DO27556719,140,14,929673,
8565,02.06.2017,CT-32-WXT,16.5,CA-DO,CA22705380,140,14,929674,
8566,02.06.2017,B-828-XXX,16.5,CA-DO,CA22705381,140,14,929675,
8567,02.06.2017,B 142 TRS ,16.5,DO-CA,DO27562597,140,14,929676,
8568,06.06.2017,AR10YHM,7,DO-CA,DO27572655,140,14,929677,
8569,06.06.2017,AR10YHM,7,CA-DO,CA22712068,140,14,929678,
8570,06.06.2017,B16LML,16.5,CA-DO,CA22712165,140,14,929679,
8571,06.06.2017,B25LML,16.5,CA-DO,CA22712166,140,14,929680,
8572,06.06.2017,B102LML,16.5,CA-DO,CA22712167,140,14,929681,
8573,06.06.2017,AG26LML,16.5,CA-DO,CA22712168,140,14,929682,
8574,07.06.2017,OT22RUN,16.5,DO-CA,DO27574265,140,14,929683,
8575,07.06.2017,OT22RUN,16.5,CA-DO,CA22713138,140,14,929684,
8576,07.06.2017,SV17MDT,16.5,CA-DO,CA22714098,140,14,929685,
8577,07.06.2017,B105TDS,16.5,DO-CA,DO27576212,140,14,929686,
8578,08.06.2017,HD34VAN,16.5,DO-CA,DO27578065,140,14,929687,
8579,08.06.2017,B19LML,16.5,CA-DO,CA22717336,140,14,929688,
8580,08.06.2017,AG26LML,16.5,DO-CA,DO27578819,140,14,929689,
8581,29.05.2017,OT20RUN,16.5,CA-DO,CA22694704,140,14,929690,
8582,29.05.2017,OT20RUN,16.5,DO-CA,DO27549293,140,14,929691,
8583,29.05.2017,BH68VEG,16.5,CA-DO,CA22695528,140,14,929692,
8584,29.05.2017,BH68VEG,16.5,DO-CA,DO27549948,140,14,929693,
8585,29.05.2017,B460VER,16.5,DO-CA,DO27549617,140,14,929694,
8586,29.05.2017,B460VER,16.5,CA-DO,CA22695099,140,14,929695,
8587,30.05.2017,B14SWE,16.5,CA-DO,CA22697064,140,14,929696,
8588,30.05.2017,B14SWE,16.5,DO-CA,DO27551549,140,14,929697,
8589,30.05.2017,B53VAO,6,CA-DO,CA22697274,140,14,929698,
8590,30.05.2017,B53VAO,6,DO-CA,DO27551747,140,14,929699,
8591,06.06.2017,AG50LML,16.5,DO-CA,DO27572751,140,14,929700,
8592,19.04.2017,AG90LML,16.5,CA-DO,        CA22607793,140,14,929701,
8593,0,0,0,0,0.00 €,0,0,929702,
8594,"19,04,2017",CJ05KYM,16.5,CA-DO,CA22609239,140,14,929703,
8595,"19,04,2017",CJ05KYM,16.5,DO-CA,DO27430774,140,14,929704,
8596,"19,04,2017",AB03KYM,16.5,DO-CA,DO27430775,140,14,929705,
8597,19.04.2017,AG04CDY,16.5,CA-DO,CA22609748,140,14,929706,
8598,19.04.2017,AG04CDY,16.5,DO-CA,DO27431438,140,14,929707,
8599,19.04.2017,B166ELA,7,CA-DO,CA22610039,80,14,929708,
8600,20.04.2017,SV17MDT,16.5,CA-DO,CA22610429,140,14,929709,
8601,20.04.2018,HD32VAN,16.5,DO-CA, DO27433835,140,14,929710,
8602,0,0,0,0,0.00 €,0,0,929711,
8603,20.04.2017,CT11NXG,7,DO-CA,DO27434437,140,14,929712,
8604,20.04.2017,B15LML,16.5,dO-CA,DO27434710,140,14,929713,
8605,20.04.2017,B16LML,16.5,DO-CA,DO27434711,140,14,929714,
8606,20.04.2017,AG90LML,16.5,DO-CA,DO27434712,140,14,929715,
8607,20.04.2017,CT22WXT,16.5,CA-DO,CA22612037,140,14,929716,
8608,20.04.2017,CT99WXT,16.5,CA-DO,CA22612038,140,14,929717,
8609,20.04.2017,CT32WXT,16.5,CA-DO,CA22612039,140,14,929718,
8610,0,0,0,0,0.00 €,0,0,929719,
8611,0,0,0,0,0.00 €,0,0,929720,
8612,0,0,0,0,0.00 €,0,0,929721,
8613,0,0,0,0,0.00 €,0,0,929722,
8614,21.4.2017,CT32WXT,16.5,DO-CA,DO27438662,140,14,929723,
8615,21.04.2017,CT99WXT,16.5,DO-CA,DO27438663,140,14,929724,
8616,21.04.2017,CT22WXT,16.5,DO-CA,DO27438664,140,14,929725,
8617,21.04.2017,B828XXX,16.5,CA-DO,CA22614788,140,14,929726,
8618,0,0,0,0,0.00 €,0,0,929727,
8619,22.04.2017,HD17ULY,16.5,DO-CA,DO27441967,140,14,929728,
8620,22.04.2017,HD61YUL,16.5,CA-DO,CA22616708,140,14,929729,
8621,22.04.2017,HD61YUL,16.5,DO-CA,DO27441968,140,14,929730,
8622,0,0,0,0,0.00 €,0,0,929731,
8623,22.04.2017,HD12CNA,16.5,dO-CA,DO27441969,140,14,929732,
8624,22.04.2017,B112MRX,7,CA-DO,CA22616748,80,14,929733,
8625,22.04.2017,B112MRX,7,DO-CA,DO27442041,80,14,929734,
